
110.0,21294.0,21294.0,21442.0,21376.16,21369.0,39.059999999999945,0.0,0.695,0.386,0.352,25.0,370.0,0.386,21338.0,21442.0,21294.0,21442.0,21374.0,21362.0,21356.0,21442.0,21336.0,21362.0,21442.0,21437.0,21362.0,21369.0,21324.0,21374.0,21294.0,21362.0,21374.0,21442.0,21374.0,21362.0,21389.0,21309.0,21442.0
120.0,21294.0,21294.0,21442.0,21372.56,21374.0,35.0966666666665,0.0,0.695,0.369,0.376,25.0,368.0,0.359,21442.0,21362.0,21347.0,21374.0,21389.0,21390.0,21374.0,21389.0,21362.0,21294.0,21442.0,21389.0,21374.0,21294.0,21442.0,21362.0,21362.0,21294.0,21442.0,21374.0,21442.0,21344.0,21294.0,21374.0,21362.0
130.0,21294.0,21294.0,21442.0,21395.64,21414.0,47.64000000000002,0.0,0.695,0.477,0.564,25.0,371.0,0.344,21389.0,21442.0,21389.0,21369.0,21439.0,21374.0,21414.0,21369.0,21374.0,21442.0,21442.0,21442.0,21294.0,21442.0,21294.0,21442.0,21294.0,21374.0,21442.0,21294.0,21442.0,21442.0,21442.0,21362.0,21442.0
140.0,21294.0,21294.0,21442.0,21374.84,21362.0,36.3433333333334,0.0,0.695,0.38,0.319,25.0,415.0,0.337,21294.0,21362.0,21362.0,21362.0,21362.0,21374.0,21442.0,21294.0,21362.0,21362.0,21430.0,21374.0,21362.0,21374.0,21442.0,21306.0,21374.0,21294.0,21442.0,21362.0,21428.0,21362.0,21434.0,21442.0,21369.0
150.0,21294.0,21311.0,21442.0,21378.32,21362.0,30.756666666666508,0.08,0.695,0.396,0.319,25.0,416.0,0.329,21362.0,21374.0,21362.0,21362.0,21362.0,21362.0,21362.0,21429.0,21442.0,21374.0,21442.0,21442.0,21311.0,21442.0,21362.0,21362.0,21374.0,21341.0,21362.0,21362.0,21341.0,21362.0,21362.0,21442.0,21360.0
110.0,21294.0,21294.0,21442.0,21373.6,21362.0,47.499999999999694,0.0,0.695,0.374,0.319,25.0,417.0,0.323,21442.0,21362.0,21442.0,21294.0,21442.0,21381.0,21442.0,21442.0,21442.0,21301.0,21294.0,21362.0,21294.0,21362.0,21442.0,21442.0,21353.0,21369.0,21294.0,21362.0,21362.0,21294.0,21362.0,21369.0,21389.0
120.0,21294.0,21294.0,21442.0,21378.84,21365.0,47.2166666666667,0.0,0.695,0.398,0.333,25.0,441.0,0.331,21294.0,21401.0,21428.0,21442.0,21369.0,21442.0,21309.0,21362.0,21362.0,21301.0,21342.0,21374.0,21349.0,21294.0,21432.0,21365.0,21362.0,21442.0,21362.0,21442.0,21442.0,21442.0,21442.0,21309.0,21362.0
130.0,21294.0,21294.0,21442.0,21392.32,21374.0,42.289999999999964,0.0,0.695,0.462,0.376,25.0,423.0,0.353,21442.0,21442.0,21442.0,21374.0,21442.0,21362.0,21374.0,21374.0,21374.0,21374.0,21442.0,21355.0,21442.0,21442.0,21362.0,21362.0,21403.0,21362.0,21442.0,21362.0,21442.0,21294.0,21442.0,21362.0,21294.0
140.0,21294.0,21294.0,21442.0,21388.32,21374.0,44.039999999999964,0.0,0.695,0.443,0.376,25.0,427.0,0.323,21294.0,21442.0,21442.0,21374.0,21442.0,21362.0,21387.0,21294.0,21374.0,21374.0,21314.0,21442.0,21442.0,21427.0,21374.0,21442.0,21395.0,21442.0,21442.0,21442.0,21294.0,21369.0,21362.0,21374.0,21362.0
150.0,21294.0,21294.0,21442.0,21386.56,21374.0,54.52333333333339,0.0,0.695,0.435,0.376,25.0,466.0,0.338,21309.0,21362.0,21442.0,21294.0,21374.0,21442.0,21442.0,21442.0,21357.0,21362.0,21442.0,21442.0,21442.0,21294.0,21294.0,21309.0,21431.0,21374.0,21374.0,21442.0,21294.0,21442.0,21442.0,21374.0,21442.0
