
110.0,80450.0,80519.0,80661.0,80556.88,80547.0,22.840000000001357,0.086,0.262,0.133,0.121,25.0,922.0,23.933,80570.0,80550.0,80572.0,80582.0,80626.0,80524.0,80541.0,80530.0,80547.0,80546.0,80589.0,80551.0,80558.0,80540.0,80661.0,80566.0,80519.0,80546.0,80537.0,80541.0,80551.0,80544.0,80544.0,80525.0,80562.0
120.0,80450.0,80520.0,80677.0,80563.56,80553.0,29.163333333332655,0.087,0.282,0.141,0.128,25.0,898.0,20.715,80548.0,80531.0,80531.0,80520.0,80550.0,80565.0,80593.0,80534.0,80541.0,80612.0,80547.0,80578.0,80534.0,80604.0,80535.0,80572.0,80571.0,80528.0,80544.0,80677.0,80560.0,80553.0,80556.0,80650.0,80555.0
130.0,80450.0,80524.0,80646.0,80558.64,80550.0,23.01999999999983,0.092,0.244,0.135,0.124,25.0,915.0,21.365,80541.0,80569.0,80546.0,80538.0,80575.0,80559.0,80570.0,80550.0,80539.0,80590.0,80576.0,80542.0,80546.0,80529.0,80646.0,80532.0,80524.0,80552.0,80543.0,80526.0,80641.0,80539.0,80557.0,80558.0,80578.0
140.0,80450.0,80527.0,80618.0,80554.64,80548.0,20.883333333333212,0.096,0.209,0.13,0.122,25.0,923.0,24.39,80592.0,80542.0,80543.0,80551.0,80548.0,80535.0,80546.0,80549.0,80581.0,80534.0,80618.0,80587.0,80597.0,80536.0,80582.0,80530.0,80559.0,80557.0,80529.0,80533.0,80557.0,80536.0,80530.0,80567.0,80527.0
150.0,80450.0,80484.0,80667.0,80552.56,80548.0,30.439999999999902,0.042,0.27,0.127,0.122,25.0,928.0,22.058,80525.0,80484.0,80525.0,80507.0,80576.0,80538.0,80519.0,80548.0,80556.0,80592.0,80606.0,80500.0,80576.0,80538.0,80557.0,80544.0,80531.0,80587.0,80555.0,80572.0,80536.0,80667.0,80587.0,80565.0,80523.0
110.0,80450.0,80527.0,80613.0,80556.56,80555.0,17.439999999999902,0.096,0.203,0.132,0.131,25.0,932.0,20.6,80571.0,80537.0,80536.0,80596.0,80572.0,80573.0,80557.0,80527.0,80530.0,80566.0,80550.0,80557.0,80539.0,80539.0,80558.0,80532.0,80581.0,80553.0,80555.0,80544.0,80572.0,80572.0,80543.0,80613.0,80541.0
120.0,80450.0,80532.0,80614.0,80560.52,80557.0,18.026666666667854,0.102,0.204,0.137,0.133,25.0,893.0,29.569,80564.0,80532.0,80535.0,80614.0,80587.0,80539.0,80550.0,80551.0,80535.0,80592.0,80553.0,80585.0,80536.0,80587.0,80547.0,80551.0,80557.0,80567.0,80585.0,80580.0,80559.0,80559.0,80558.0,80556.0,80534.0
130.0,80450.0,80532.0,80689.0,80564.72,80563.0,19.71000000000034,0.102,0.297,0.143,0.14,25.0,932.0,23.892,80572.0,80572.0,80582.0,80588.0,80689.0,80570.0,80549.0,80548.0,80553.0,80548.0,80550.0,80551.0,80532.0,80551.0,80547.0,80597.0,80564.0,80564.0,80576.0,80544.0,80536.0,80563.0,80536.0,80563.0,80573.0
140.0,80450.0,80494.0,80669.0,80561.0,80558.0,21.666666666666668,0.055,0.272,0.138,0.134,25.0,953.0,22.363,80494.0,80590.0,80566.0,80558.0,80565.0,80558.0,80599.0,80536.0,80534.0,80574.0,80541.0,80669.0,80536.0,80560.0,80568.0,80555.0,80577.0,80584.0,80548.0,80571.0,80558.0,80568.0,80534.0,80542.0,80540.0
150.0,80450.0,80527.0,80608.0,80558.72,80557.0,15.780000000000049,0.096,0.196,0.135,0.133,25.0,954.0,27.937,80562.0,80537.0,80528.0,80578.0,80568.0,80604.0,80564.0,80557.0,80578.0,80554.0,80568.0,80532.0,80553.0,80559.0,80566.0,80550.0,80544.0,80547.0,80540.0,80608.0,80527.0,80564.0,80575.0,80555.0,80550.0
110.0,80450.0,80495.0,80594.0,80557.16,80558.0,19.326666666666522,0.056,0.179,0.133,0.134,25.0,947.0,25.527,80559.0,80554.0,80531.0,80588.0,80538.0,80531.0,80574.0,80550.0,80568.0,80575.0,80546.0,80594.0,80532.0,80535.0,80594.0,80576.0,80541.0,80552.0,80558.0,80495.0,80549.0,80561.0,80573.0,80574.0,80581.0
120.0,80450.0,80461.0,80633.0,80561.64,80557.0,27.329999999999927,0.014,0.227,0.139,0.133,25.0,945.0,23.902,80587.0,80562.0,80550.0,80557.0,80514.0,80630.0,80604.0,80570.0,80552.0,80544.0,80633.0,80593.0,80540.0,80537.0,80580.0,80536.0,80585.0,80551.0,80590.0,80552.0,80461.0,80558.0,80546.0,80572.0,80537.0
130.0,80450.0,80536.0,80679.0,80573.88,80570.0,21.02666666666725,0.107,0.285,0.154,0.149,25.0,954.0,29.517,80553.0,80556.0,80552.0,80570.0,80609.0,80679.0,80545.0,80583.0,80570.0,80568.0,80568.0,80624.0,80560.0,80580.0,80573.0,80605.0,80546.0,80545.0,80536.0,80576.0,80575.0,80574.0,80540.0,80586.0,80574.0
140.0,80450.0,80535.0,80640.0,80579.12,80570.0,23.816666666665697,0.106,0.236,0.16,0.149,25.0,961.0,27.289,80561.0,80546.0,80601.0,80634.0,80593.0,80600.0,80551.0,80559.0,80561.0,80557.0,80570.0,80569.0,80581.0,80535.0,80598.0,80615.0,80577.0,80640.0,80561.0,80597.0,80565.0,80575.0,80561.0,80618.0,80553.0
150.0,80450.0,80526.0,80627.0,80569.56,80567.0,14.60666666666657,0.094,0.22,0.149,0.145,25.0,949.0,25.484,80562.0,80584.0,80572.0,80580.0,80554.0,80586.0,80579.0,80571.0,80542.0,80567.0,80572.0,80572.0,80595.0,80549.0,80564.0,80562.0,80526.0,80580.0,80563.0,80592.0,80565.0,80557.0,80554.0,80627.0,80564.0
110.0,64253.0,64598.0,64870.0,64747.0,64755.0,58.25,0.537,0.96,0.769,0.781,25.0,912.0,25.447,64860.0,64774.0,64773.0,64674.0,64681.0,64616.0,64822.0,64598.0,64712.0,64743.0,64755.0,64731.0,64746.0,64804.0,64760.0,64619.0,64681.0,64793.0,64824.0,64737.0,64799.0,64870.0,64727.0,64805.0,64771.0
